code,full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
2828,C.I. HOLDINGS BERHAD,"CIHLDG (2828) [s]
C.I. HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.400 - 2.100,8.88,13,11.19,10,7.09%,1.12,"1,515.74",0,228.4M,Neutral 39.9,Oversold 11.1
5227,IGB REAL ESTATE INVESTMENT TRUST,"IGBREIT (5227)
IGB REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,1.520 - 1.900,8.85,20,9.43,9.19,4.94%,1.75,15.13,12,"6,584.1M",Neutral 54.3,Oversold 20.0
5278,RHONE MA HOLDINGS BERHAD,"RHONEMA (5278)
RHONE MA HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.700 - 1.000,9.62,13,5.51,2.73,3.74%,1.27,74.06,1,133.3M,Neutral 46.6,Oversold 14.3
5084,IBRACO BERHAD,"IBRACO (5084) [s]
IBRACO BERHAD Summary",Property - Main Market,0.150 - 0.750,8.73,11,6.07,1.5,2.26%,0.96,48.2,1,330.1M,Neutral 52.2,Neutral 61.9
6998,BINTAI KINDEN CORPORATION BERHAD,"BINTAI (6998) [s]
BINTAI KINDEN CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.115 - 0.195,8.65,6,2.25,0,0.00%,0.5,39.78,0,37.6M,Neutral 44.9,Neutral 33.3
5162,VSTECS BERHAD,"VSTECS (5162) [s]
VSTECS BERHAD Summary",Technology - Main Market,0.910 - 1.220,8.55,7,13.68,5,4.95%,0.63,906.85,0,181.8M,Neutral 56.8,Neutral 71.4
6017,SHL CONSOLIDATED BHD,"SHL (6017) [s]
SHL CONSOLIDATED BHD Summary",Property - Main Market,2.180 - 2.650,8.45,9,27.89,16,6.67%,0.73,75.03,3,581.1M,Neutral 54.6,Neutral 75.0
162,WIDAD GROUP BERHAD,"WIDAD (0162) [s]
WIDAD GROUP BERHAD Summary",Construction - Ace Market,0.220 - 0.390,9.92,53,0.5,0,0.00%,5.26,6.79,4,650.5M,Oversold 27.3,Oversold 13.3
5272,RANHILL HOLDINGS BERHAD,"RANHILL (5272) [s]
RANHILL HOLDINGS BERHAD Summary",Utilities - Main Market,0.665 - 1.560,8.27,28,5.13,6,4.23%,2.29,175.6,1,"1,261.4M",Neutral 53.7,Neutral 48.1
5132,DELEUM BERHAD,"DELEUM (5132) [s]
DELEUM BERHAD Summary",Energy - Main Market,0.900 - 1.340,8.16,15,6.77,3.5,3.37%,1.25,155.48,1,417.2M,Neutral 38.1,Oversold 9.1
39,GFM SERVICES BERHAD,"GFM (0039) [s]
GFM SERVICES BERHAD Summary",Industrial Products & Services - Ace Market,0.365 - 0.605,8.59,31,1.62,0,0.00%,2.68,26.14,2,237.8M,Neutral 46.7,Neutral 25.0
7227,UMS-NEIKEN GROUP BERHAD,"UMSNGB (7227) [s]
UMS-NEIKEN GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.810 - 1.100,0,0,0,0,0.00%,0.76,0,,76.0M,Neutral 49.4,Oversold 9.1
171,PETERLABS HOLDINGS BERHAD,"PLABS (0171)
PETERLABS HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.195 - 0.400,8.04,11,1.81,0,0.00%,0.89,42.11,0,42.9M,Oversold 28.2,Oversold 2.4
5228,ELK-DESA RESOURCES BERHAD,"ELKDESA (5228)
ELK-DESA RESOURCES BERHAD Summary",Financial Services - Main Market,1.130 - 1.480,8.02,13,10.91,6.83,4.84%,1.04,40.06,4,417.6M,Neutral 56.4,Neutral 71.4
7235,SUPERLON HOLDINGS BERHAD,"SUPERLN (7235) [s]
SUPERLON HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.020 - 1.610,8,17,6.25,1.14,1.10%,1.33,64.78,2,166.4M,Oversold 28.2,Oversold 18.2
129,SILVER RIDGE HOLDINGS BHD,"SRIDGE (0129) [s]
SILVER RIDGE HOLDINGS BHD Summary",Telecommunications & Media - Ace Market,0.150 - 0.340,8,34,0.64,0,0.00%,2.69,12.34,2,29.7M,Neutral 44.3,Neutral 66.7
5110,UOA REAL ESTATE INVESTMENT TRUST,"UOAREIT (5110)
UOA REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,1.290 - 1.500,7.94,10,13.61,9.13,6.62%,0.8,18.58,7,583.6M,Neutral 44.8,Oversold 0.0
5211,SUNWAY BERHAD,"SUNWAY (5211) [s]
SUNWAY BERHAD Summary",Industrial Products & Services - Main Market,1.334 - 1.720,7.86,13,13.38,5.45,3.21%,1,109.86,2,"8,371.9M",Neutral 65.7,Neutral 66.7
2739,SINO HUA-AN INTERNATIONAL BERHAD,"HUAAN (2739) [s]
SINO HUA-AN INTERNATIONAL BERHAD Summary",Energy - Main Market,0.130 - 0.480,7.76,9,2.64,0,0.00%,0.68,88.78,0,258.1M,Neutral 40.8,Oversold 16.7
4456,DAGANG NEXCHANGE BERHAD,"DNEX (4456) [s]
DAGANG NEXCHANGE BERHAD Summary",Technology - Main Market,0.195 - 0.465,7.73,14,2.01,0,0.00%,1.06,16.69,2,483.5M,Neutral 40.8,Oversold 0.0
4006,ORIENTAL HOLDINGS BERHAD,"ORIENT (4006)
ORIENTAL HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,5.820 - 6.880,7.64,8,80.74,12,1.78%,0.64,"1,029.96",1,"4,187.7M",Neutral 61.0,Overbought 85.4
7129,ASIA FILE CORPORATION BHD,"ASIAFLE (7129) [s]
ASIA FILE CORPORATION BHD Summary",Consumer Products & Services - Main Market,2.380 - 2.930,7.63,10,23.38,15,6.12%,0.8,169.94,1,477.2M,Neutral 36.6,Oversold 0.0
7202,CLASSIC SCENIC BERHAD,"CSCENIC (7202) [s]
CLASSIC SCENIC BERHAD Summary",Consumer Products & Services - Main Market,1.020 - 1.560,7.59,17,6,6,5.71%,1.33,52.19,2,126.5M,Neutral 41.0,Neutral 25.0
179,BIOALPHA HOLDINGS BERHAD,"BIOHLDG (0179) [s]
BIOALPHA HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.195 - 0.275,7.6,15,1.4,0.11,0.52%,1.14,8.08,3,180.6M,Neutral 50.7,Neutral 33.3
1015,AMMB HOLDINGS BERHAD,"AMBANK (1015)
AMMB HOLDINGS BERHAD Summary",Financial Services - Main Market,3.400 - 4.640,7.55,10,43.1,15,3.34%,0.79,298.5,2,"13,533.7M",Neutral 52.1,Neutral 52.9
5169,HO HUP CONSTRUCTION COMPANY BHD,"HOHUP (5169) [s]
HO HUP CONSTRUCTION COMPANY BHD Summary",Construction - Main Market,0.280 - 0.550,7.54,6,7.31,0,0.00%,0.47,69.34,1,170.6M,Neutral 56.0,Neutral 46.7
5212,PAVILION REAL ESTATE INVESTMENT TRUST,"PAVREIT (5212)
PAVILION REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,1.410 - 1.850,7.51,19,9.5,8.74,4.86%,1.42,18.26,10,"5,470.2M",Neutral 52.7,Neutral 50.0
5053,OSK HOLDINGS BERHAD,"OSK (5053)
OSK HOLDINGS BERHAD Summary",Property - Main Market,0.835 - 1.050,7.55,6,16.52,4.95,5.13%,0.44,57.47,2,"2,022.0M",Neutral 52.4,Neutral 55.6
5232,LEON FUAT BERHAD,"LEONFB (5232) [s]
LEON FUAT BERHAD Summary",Industrial Products & Services - Main Market,0.400 - 0.760,7.45,6,8.42,1.5,3.03%,0.44,192.88,0,153.5M,Neutral 47.6,Oversold 11.8
5205,EVERSENDAI CORPORATION BERHAD,"SENDAI (5205) [s]
EVERSENDAI CORPORATION BERHAD Summary",Construction - Main Market,0.455 - 1.090,7.35,5,8.97,0,0.00%,0.4,218.38,0,382.7M,Neutral 42.6,Oversold 18.8
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,"HARISON (5008)
HARRISONS HOLDINGS (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,3.400 - 4.090,7.29,12,32.81,20,5.08%,0.88,"2,414.11",0,269.8M,Neutral 58.3,Neutral 77.8
9369,TEO GUAN LEE CORPORATION BERHAD,"TGL (9369) [s]
TEO GUAN LEE CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.880 - 1.100,7.26,7,15.25,5,5.00%,0.48,219.48,0,40.7M,Neutral 50.7,Neutral 45.5
7216,KAWAN FOOD BERHAD,"KAWAN (7216) [s]
KAWAN FOOD BERHAD Summary",Consumer Products & Services - Main Market,1.590 - 2.540,7.24,25,6.52,2.5,1.52%,1.82,55.63,3,589.6M,Neutral 44.8,Neutral 26.3
7091,UNIMECH GROUP BERHAD,"UNIMECH (7091) [s]
UNIMECH GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.900 - 1.180,7.21,9,11.84,1.5,1.39%,0.66,174.42,1,171.5M,Neutral 47.8,Oversold 20.0
7595,MGB BERHAD,"MGB (7595) [s]
MGB BERHAD Summary",Construction - Main Market,0.665 - 1.400,7.17,12,6.38,0,0.00%,0.85,151.19,1,377.6M,Neutral 55.3,Neutral 60.0
7323,KEN HOLDINGS BERHAD,"KEN (7323) [s]
KEN HOLDINGS BERHAD Summary",Property - Main Market,0.555 - 0.940,7.05,5,12.55,0,0.00%,0.38,33.53,2,128.5M,Neutral 46.2,Neutral 50.0
8,WILLOWGLEN MSC BERHAD,"WILLOW (0008) [s]
WILLOWGLEN MSC BERHAD Summary",Technology - Main Market,0.415 - 1.210,7.07,20,2.24,0.99,2.18%,1.44,27.15,2,225.7M,Neutral 49.8,Neutral 22.2
5280,KIP REAL ESTATE INVESTMENT TRUST,"KIPREIT (5280)
KIP REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,0.730 - 0.905,6.91,13,6.91,6.31,7.25%,0.87,12.47,7,439.6M,Neutral 44.8,Oversold 12.5
5606,IGB BERHAD,"IGBB (5606)
IGB BERHAD Summary",Property - Main Market,2.200 - 3.070,6.85,8,34.17,2,0.76%,0.53,188.83,1,"1,813.4M",Neutral 50.8,Neutral 39.3
5021,AYS VENTURES BERHAD,"AYS (5021) [s]
AYS VENTURES BERHAD Summary",Industrial Products & Services - Main Market,0.325 - 0.435,6.78,7,4.88,1,2.94%,0.47,155.28,0,129.3M,Neutral 47.8,Neutral 50.0
6939,FIAMMA HOLDINGS BERHAD,"FIAMMA (6939) [s]
FIAMMA HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.430 - 0.570,6.72,8,6.32,2.25,4.55%,0.53,65.25,1,262.4M,Neutral 53.2,Overbought 100.0
6602,BCB BERHAD,"BCB (6602)
BCB BERHAD Summary",Property - Main Market,0.220 - 0.440,6.65,3,7.91,0,0.00%,0.21,89.88,0,105.2M,Neutral 39.5,Oversold 16.7
5517,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,"SHANG (5517)
SHANGRI-LA HOTELS (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,5.310 - 6.500,6.63,34,16.04,15,2.73%,2.27,125.19,4,"2,420.0M",Neutral 43.4,Neutral 66.7
6238,HOCK SENG LEE BERHAD,"HSL (6238) [s]
HOCK SENG LEE BERHAD Summary",Construction - Main Market,1.290 - 1.610,6.54,16,9.23,1,0.67%,1.06,104.75,1,874.0M,Neutral 60.1,Overbought 90.0
1538,SYMPHONY LIFE BERHAD,"SYMLIFE (1538) [s]
SYMPHONY LIFE BERHAD Summary",Property - Main Market,0.320 - 0.750,9.34,4,9.66,0,0.00%,0.41,27.72,2,247.9M,Neutral 52.8,Neutral 25.0
5347,TENAGA NASIONAL BHD,"TENAGA (5347) [s]
TENAGA NASIONAL BHD Summary",Utilities - Main Market,11.800 - 16.120,6.44,19,65.48,53.27,4.38%,1.2,886.12,1,"69,152.6M",Neutral 36.2,Neutral 38.3
8931,JERASIA CAPITAL BERHAD,"JERASIA (8931)
JERASIA CAPITAL BERHAD Summary",Consumer Products & Services - Main Market,0.335 - 0.460,6.35,3,11.94,0.5,1.25%,0.21,581.41,0,32.8M,Neutral 55.5,Neutral 75.0
9423,CWG HOLDINGS BERHAD,"CWG (9423) [s]
CWG HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.415 - 0.540,6.33,10,4.24,1.49,3.51%,0.63,79.99,1,53.7M,Neutral 48.8,Oversold 15.4
7029,MASTER-PACK GROUP BERHAD,"MASTER (7029) [s]
MASTER-PACK GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.550 - 0.905,6.31,7,10.54,2,2.63%,0.46,266.54,0,41.5M,Neutral 42.8,Oversold 4.8
9199,LYSAGHT GALVANIZED STEEL BERHAD,"LYSAGHT (9199) [s]
LYSAGHT GALVANIZED STEEL BERHAD Summary",Industrial Products & Services - Main Market,2.250 - 3.600,6.28,12,22.37,0,0.00%,0.72,163.33,2,107.3M,Neutral 46.0,Oversold 20.0
6432,APOLLO FOOD HOLDINGS BERHAD,"APOLLO (6432) [s]
APOLLO FOOD HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,3.550 - 4.560,6.26,20,18.9,20,5.22%,1.27,233.85,2,306.4M,Neutral 42.2,Oversold 0.0
9954,RGT BERHAD,"RGTBHD (9954)
RGT BERHAD Summary",Industrial Products & Services - Main Market,0.080 - 0.250,6.18,26,0.63,0,0.00%,1.62,12.08,1,95.2M,Neutral 37.8,Neutral 25.0
1899,BATU KAWAN BERHAD,"BKAWAN (1899) [s]
BATU KAWAN BERHAD Summary",Plantation - Main Market,16.200 - 18.580,6.16,17,97.31,55,3.27%,1.07,"4,093.05",0,"7,332.7M",Neutral 43.3,Oversold 0.0
7210,FREIGHT MANAGEMENT HOLDINGS BERHAD,"FREIGHT (7210) [s]
FREIGHT MANAGEMENT HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,0.505 - 1.210,6.11,10,6.29,3.33,5.46%,0.59,188.34,0,170.3M,Neutral 56.0,Neutral 40.0
7050,WONG ENGINEERING CORPORATION BERHAD,"WONG (7050) [s]
WONG ENGINEERING CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.475 - 1.090,7.31,11,4.14,1.6,3.37%,0.84,52.93,1,54.4M,Oversold 29.7,Oversold 0.0
4251,I-BERHAD,"IBHD (4251) [s]
I-BERHAD Summary",Property - Main Market,0.360 - 0.560,5.99,7,5.81,2.13,5.20%,0.42,37.06,1,415.1M,Neutral 36.1,Oversold 20.0
8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD,"FIHB (8605) [s]
FEDERAL INTERNATIONAL HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.280 - 0.530,5.96,8,5.47,0,0.00%,0.5,150.9,0,49.6M,Neutral 50.8,Neutral 46.2
9466,KKB ENGINEERING BERHAD,"KKB (9466) [s]
KKB ENGINEERING BERHAD Summary",Industrial Products & Services - Main Market,0.780 - 1.460,5.9,18,6.84,4,3.31%,1.04,160,1,311.9M,Neutral 46.9,Oversold 0.0
5012,TA ANN HOLDINGS BERHAD,"TAANN (5012) [s]
TA ANN HOLDINGS BERHAD Summary",Plantation - Main Market,1.930 - 3.300,5.86,14,17.58,10,4.18%,0.8,216.31,1,"1,063.2M",Neutral 51.4,Neutral 76.9
5196,BERJAYA FOOD BERHAD,"BJFOOD (5196)
BERJAYA FOOD BERHAD Summary",Consumer Products & Services - Main Market,1.280 - 1.840,5.81,28,6.05,4,2.40%,1.6,175.05,1,637.8M,Neutral 53.6,Neutral 33.3
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,"OFI (7107) [s]
ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.640 - 1.040,5.75,17,4.66,1.5,1.91%,0.97,122.8,1,188.4M,Neutral 54.1,Neutral 66.7
5398,GAMUDA BERHAD,"GAMUDA (5398) [s]
GAMUDA BERHAD Summary",Construction - Main Market,2.000 - 5.200,5.68,17,18.02,12,3.90%,0.97,181.57,2,"7,602.0M",Neutral 53.8,Neutral 44.9
5187,HB GLOBAL LIMITED,"HBGLOB (5187)
HB GLOBAL LIMITED Summary",Consumer Products & Services - Main Market,0.055 - 0.220,5.64,4,2.37,0,0.00%,0.23,21.25,0,44.5M,Neutral 38.6,Oversold 14.3
5105,CAN-ONE BERHAD,"CANONE (5105) [s]
CAN-ONE BERHAD Summary",Industrial Products & Services - Main Market,1.830 - 3.420,5.61,13,24.24,0,0.00%,0.72,638.67,0,595.7M,Neutral 54.2,Neutral 31.9
7162,ASTINO BERHAD,"ASTINO (7162) [s]
ASTINO BERHAD Summary",Industrial Products & Services - Main Market,0.590 - 0.965,5.57,9,7.58,1,1.53%,0.48,201.89,0,179.5M,Neutral 47.9,Neutral 57.1
9334,KESM INDUSTRIES BERHAD,"KESM (9334) [s]
KESM INDUSTRIES BERHAD Summary",Technology - Main Market,7.410 - 18.400,5.55,17,46.27,18.5,2.37%,0.94,767.78,1,335.5M,Neutral 30.0,Oversold 12.5
7047,FAJARBARU BUILDER GROUP BHD,"FAJAR (7047) [s]
FAJARBARU BUILDER GROUP BHD Summary",Construction - Main Market,0.300 - 0.700,5.51,9,4.28,1.5,3.70%,0.52,86.94,0,151.4M,Neutral 48.4,Neutral 31.3
7203,WANG-ZHENG BERHAD,"WANGZNG (7203)
WANG-ZHENG BERHAD Summary",Consumer Products & Services - Main Market,0.995 - 1.600,5.42,16,6.5,0,0.00%,0.89,162.7,1,171.2M,Neutral 43.7,Neutral 23.1
7174,CAB CAKARAN CORPORATION BERHAD,"CAB (7174) [s]
CAB CAKARAN CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.495 - 1.020,5.39,15,3.83,0.49,0.87%,0.8,274.37,0,365.7M,Neutral 33.5,Oversold 7.1
5180,CAPITALAND MALAYSIA MALL TRUST,"CMMT (5180)
CAPITALAND MALAYSIA MALL TRUST Summary",Real Estate Investment Trusts - Main Market,0.990 - 1.290,5.24,17,6.63,7.9,7.12%,0.88,17.13,6,"2,269.0M",Neutral 47.4,Oversold 0.0
111,K-ONE TECHNOLOGY BERHAD,"K1 (0111) [s]
K-ONE TECHNOLOGY BERHAD Summary",Technology - Ace Market,0.140 - 0.350,5.93,32,0.77,0,0.00%,1.89,10.12,2,178.6M,Neutral 54.8,Neutral 62.5
25,YBS INTERNATIONAL BERHAD,"YBS (0025) [s]
YBS INTERNATIONAL BERHAD Summary",Industrial Products & Services - Ace Market,0.125 - 0.180,5.21,10,1.25,0,0.00%,0.54,29.64,0,31.5M,Neutral 43.3,Oversold 0.0
5260,ONLY WORLD GROUP HOLDINGS BERHAD,"OWG (5260)
ONLY WORLD GROUP HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.460 - 1.170,5.29,12,4.98,0,0.00%,0.63,48.98,1,164.9M,Neutral 40.6,Oversold 8.3
78,GD EXPRESS CARRIER BERHAD,"GDEX (0078) [s]
GD EXPRESS CARRIER BERHAD Summary",Transportation & Logistics - Main Market,0.255 - 0.545,5.22,71,0.47,0.19,0.58%,3.67,5.41,6,"1,861.7M",Neutral 42.1,Oversold 20.0
202,RADIANT GLOBALTECH BERHAD,"RGTECH (0202) [s]
RADIANT GLOBALTECH BERHAD Summary",Technology - Ace Market,0.210 - 0.650,5.1,38,0.57,0,0.00%,1.97,11.78,2,115.5M,Neutral 33.6,Neutral 40.0
4065,PPB GROUP BERHAD,"PPB (4065) [s]
PPB GROUP BERHAD Summary",Consumer Products & Services - Main Market,16.400 - 21.040,5.11,25,75.57,28,1.49%,1.27,318.31,6,"26,744.9M",Neutral 60.7,Neutral 65.5
5054,TRC SYNERGY BERHAD,"TRC (5054) [s]
TRC SYNERGY BERHAD Summary",Construction - Main Market,0.405 - 0.730,5.05,17,4.34,0,0.00%,0.84,155.47,0,348.4M,Neutral 68.4,Overbought 95.7
7187,CHIN HIN GROUP PROPERTY BERHAD,"CHGP (7187) [s]
CHIN HIN GROUP PROPERTY BERHAD Summary",Transportation & Logistics - Main Market,0.330 - 0.475,5.03,18,1.96,0,0.00%,0.9,51.93,1,104.0M,Neutral 46.1,Neutral 40.0
6114,MKH BERHAD,"MKH (6114) [s]
MKH BERHAD Summary",Property - Main Market,1.110 - 1.520,4.94,10,13.43,3.47,2.57%,0.5,196.96,1,791.8M,Neutral 58.1,Neutral 53.8
5401,TROPICANA CORPORATION BERHAD,"TROP (5401) [s]
TROPICANA CORPORATION BERHAD Summary",Property - Main Market,0.805 - 0.930,4.9,7,11.56,2.78,3.21%,0.37,111.23,1,"1,271.9M",Neutral 44.7,Neutral 33.3
5665,SOUTHERN STEEL BERHAD,"SSTEEL (5665)
SOUTHERN STEEL BERHAD Summary",Industrial Products & Services - Main Market,0.720 - 2.080,4.85,9,10.34,3.5,3.74%,0.44,825.69,0,405.5M,Neutral 55.0,Neutral 46.5
8907,EG INDUSTRIES BERHAD,"EG (8907) [s]
EG INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.430 - 0.640,4.94,7,6.15,0,0.00%,0.36,378.97,0,122.1M,Neutral 43.8,Oversold 16.7
1007,AMCORP PROPERTIES BERHAD,"AMPROP (1007) [s]
AMCORP PROPERTIES BERHAD Summary",Property - Main Market,0.490 - 0.755,3.98,7,7.29,3.88,7.25%,0.29,20.59,3,326.3M,Neutral 50.5,Oversold 20.0
5264,MALAKOFF CORPORATION BERHAD,"MALAKOF (5264) [s]
MALAKOFF CORPORATION BERHAD Summary",Utilities - Main Market,0.745 - 1.040,4.77,16,5.49,5.6,6.22%,0.78,146.96,1,"4,500.0M",Neutral 46.7,Oversold 14.3
7028,ZECON BERHAD,"ZECON (7028) [s]
ZECON BERHAD Summary",Construction - Main Market,0.150 - 0.595,4.7,3,8.23,0,0.00%,0.16,396.13,0,37.3M,Neutral 50.7,Neutral 28.6
8311,PESONA METRO HOLDINGS BERHAD,"PESONA (8311) [s]
PESONA METRO HOLDINGS BERHAD Summary",Construction - Main Market,0.170 - 0.365,4.62,20,1.19,0,0.00%,0.91,83.58,0,163.3M,Neutral 47.4,Oversold 16.7
7163,PJBUMI BERHAD,"PJBUMI (7163) [s]
PJBUMI BERHAD Summary",Industrial Products & Services - Main Market,0.100 - 0.325,4.41,26,1.19,0,0.00%,1.17,6.13,5,25.8M,Neutral 69.6,Overbought 92.9
9288,BONIA CORPORATION BERHAD,"BONIA (9288) [s]
BONIA CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.205 - 0.515,4.37,13,2.01,0,0.00%,0.58,55.35,0,213.7M,Neutral 53.0,Neutral 44.4
3859,MAGNUM BERHAD,"MAGNUM (3859)
MAGNUM BERHAD Summary",Consumer Products & Services - Main Market,1.750 - 2.480,4.37,33,7.29,15,6.30%,1.43,188.09,1,"3,421.8M",Neutral 49.4,Neutral 38.5
5140,TASCO BERHAD,"TASCO (5140)
TASCO BERHAD Summary",Transportation & Logistics - Main Market,0.990 - 2.000,4.34,17,7.98,2.5,1.82%,0.74,363.46,0,274.0M,Neutral 38.6,Oversold 11.4
9873,PRESTAR RESOURCES BERHAD,"PRESTAR (9873) [s]
PRESTAR RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.500 - 0.995,4.28,10,6.16,1,1.59%,0.44,347.25,0,129.0M,Neutral 41.8,Oversold 11.5
7197,GE-SHEN CORPORATION BERHAD,"GESHEN (7197) [s]
GE-SHEN CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.600 - 1.230,4.26,11,5.62,0,0.00%,0.46,252.87,0,48.8M,Neutral 40.6,Oversold 9.1
147,INNITY CORPORATION BERHAD,"INNITY (0147)
INNITY CORPORATION BERHAD Summary",Telecommunications & Media - Ace Market,0.480 - 0.780,4.2,47,1.04,0,0.00%,1.98,77.04,1,68.0M,Neutral 34.4,Oversold 7.4
6718,CRESCENDO CORPORATION BERHAD,"CRESNDO (6718) [s]
CRESCENDO CORPORATION BERHAD Summary",Property - Main Market,1.190 - 1.440,4.15,10,13.33,6,4.55%,0.41,105.4,1,370.2M,Neutral 50.6,Oversold 14.3
7250,UZMA BERHAD,"UZMA (7250) [s]
UZMA BERHAD Summary",Energy - Main Market,0.550 - 1.510,4.07,14,6.22,0,0.00%,0.59,114.84,1,288.0M,Neutral 41.4,Oversold 6.7
9318,FITTERS DIVERSIFIED BERHAD,"FITTERS (9318) [s]
FITTERS DIVERSIFIED BERHAD Summary",Industrial Products & Services - Main Market,0.365 - 0.560,4.01,14,3.22,0,0.00%,0.58,72.99,1,223.4M,Neutral 41.4,Neutral 33.3
2291,GENTING PLANTATIONS BERHAD,"GENP (2291) [s]
GENTING PLANTATIONS BERHAD Summary",Plantation - Main Market,9.050 - 10.780,3.98,52,20.4,13,1.24%,2.05,235.45,4,"8,502.4M",Neutral 50.2,Neutral 43.8
3182,GENTING BERHAD,"GENTING (3182)
GENTING BERHAD Summary",Consumer Products & Services - Main Market,5.910 - 9.090,3.96,19,35.22,21.5,3.19%,0.76,537.88,1,"26,130.3M",Neutral 45.6,Neutral 46.3
5285,SIME DARBY PLANTATION BERHAD,"SIMEPLT (5285) [s]
SIME DARBY PLANTATION BERHAD Summary",Plantation - Main Market,3.950 - 5.650,3.94,67,7.6,15.7,3.08%,2.64,192.98,3,"35,111.3M",Neutral 50.2,Neutral 55.6
2305,AYER HOLDINGS BERHAD,"AYER (2305) [s]
AYER HOLDINGS BERHAD Summary",Property - Main Market,4.200 - 6.000,3.93,17,26.92,5,1.09%,0.67,108.01,4,344.3M,Neutral 49.9,Overbought 100.0
9865,SUIWAH CORPORATION BERHAD,"SUIWAH (9865) [s]
SUIWAH CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,1.920 - 2.830,3.93,17,16.02,1,0.37%,0.67,677.56,0,166.5M,Neutral 62.6,Neutral 35.7
5181,SIG GASES BERHAD,"SIGGAS (5181) [s]
SIG GASES BERHAD Summary",Industrial Products & Services - Main Market,0.750 - 1.000,3.91,33,2.66,0,0.00%,1.31,41.91,2,166.9M,Neutral 51.0,Neutral 45.0
5213,SENTORIA GROUP BERHAD,"SNTORIA (5213)
SENTORIA GROUP BERHAD Summary",Property - Main Market,0.320 - 0.630,3.95,10,3.72,0,0.00%,0.39,49.16,1,209.9M,Neutral 48.3,Neutral 62.5
7003,Y&G CORPORATION BHD,"Y&G (7003) [s]
Y&G CORPORATION BHD Summary",Property - Main Market,0.910 - 0.970,3.82,16,5.54,0,0.00%,0.63,32.67,3,181.4M,Oversold 12.5,Oversold 0.0
4057,ASIAN PAC HOLDINGS BERHAD,"ASIAPAC (4057) [s]
ASIAN PAC HOLDINGS BERHAD Summary",Property - Main Market,0.110 - 0.170,3.8,4,3.65,0,0.00%,0.15,14.9,1,145.2M,Neutral 56.1,Neutral 40.0
8362,KYM HOLDINGS BERHAD,"KYM (8362) [s]
KYM HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.250 - 0.520,3.76,14,2.37,0,0.00%,0.54,66.85,1,51.0M,Neutral 48.8,Neutral 25.0
3816,MISC BERHAD,"MISC (3816) [s]
MISC BERHAD Summary",Transportation & Logistics - Main Market,5.030 - 7.220,3.71,23,29.38,30,4.44%,0.85,196.7,3,"30,130.6M",Neutral 56.2,Neutral 75.0
160,HIAP HUAT HOLDINGS BERHAD,"HHHCORP (0160) [s]
HIAP HUAT HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.080 - 0.125,3.59,16,0.61,0,0.00%,0.56,16.05,1,31.7M,Neutral 51.4,Neutral 33.3
7757,UPA CORPORATION BHD,"UPA (7757) [s]
UPA CORPORATION BHD Summary",Consumer Products & Services - Main Market,2.050 - 2.560,3.52,20,11.52,0,0.00%,0.69,204.5,1,179.1M,Neutral 60.9,Overbought 100.0
