code,full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
6459,MNRB HOLDINGS BERHAD,"MNRB (6459)
MNRB HOLDINGS BERHAD Summary",Financial Services - Main Market,0.845 - 2.600,5.9,12,8.46,0,0.00%,0.7,300.98,0,774.7M,Neutral 40.7,Oversold 11.1
7033,KUMPULAN H & L HIGH-TECH BERHAD,"HIGHTEC (7033) [s]
KUMPULAN H & L HIGH-TECH BERHAD Summary",Industrial Products & Services - Main Market,1.110 - 1.680,2.99,16,7.57,3.5,2.92%,0.47,57.95,2,48.7M,Neutral 39.6,Oversold 0.0
3174,LAND & GENERAL BERHAD,"L&G (3174) [s]
LAND & GENERAL BERHAD Summary",Property - Main Market,0.130 - 0.205,2.98,14,1.08,1.5,9.68%,0.43,3.63,4,460.8M,Neutral 49.8,Neutral 33.3
146,JF TECHNOLOGY BERHAD,"JFTECH (0146) [s]
JF TECHNOLOGY BERHAD Summary",Technology - Ace Market,0.590 - 1.030,2.97,200,0.45,0,0.00%,5.94,12.09,7,189.0M,Neutral 59.9,Neutral 61.5
9059,TSH RESOURCES BERHAD,"TSH (9059) [s]
TSH RESOURCES BERHAD Summary",Plantation - Main Market,0.960 - 1.370,2.93,36,2.9,0,0.00%,1.06,65.59,2,"1,450.9M",Neutral 47.8,Neutral 57.1
3913,MUI PROPERTIES BERHAD,"MUIPROP (3913) [s]
MUI PROPERTIES BERHAD Summary",Property - Main Market,0.170 - 0.310,2.87,19,1.01,0,0.00%,0.55,7.38,3,149.0M,Neutral 49.9,Neutral 35.7
3379,INSAS BERHAD,"INSAS (3379)
INSAS BERHAD Summary",Financial Services - Main Market,0.645 - 0.925,2.85,11,7.25,2,2.53%,0.31,36.26,2,547.7M,Neutral 50.3,Neutral 50.0
2674,ALCOM GROUP BERHAD,"ALCOM (2674) [s]
ALCOM GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.420 - 0.905,2.81,21,2.56,0,0.00%,0.6,287.13,0,73.9M,Neutral 56.8,Overbought 85.7
203,SECUREMETRIC BERHAD,"SMETRIC (0203) [s]
SECUREMETRIC BERHAD Summary",Technology - Ace Market,0.370 - 0.565,5.47,66,0.82,0,0.00%,3.6,8.66,6,131.5M,Neutral 53.1,Neutral 55.6
7199,KEIN HING INTERNATIONAL BERHAD,"KEINHIN (7199) [s]
KEIN HING INTERNATIONAL BERHAD Summary",Industrial Products & Services - Main Market,0.475 - 0.630,2.72,19,2.77,1,1.94%,0.5,215.88,0,56.1M,Neutral 45.9,Neutral 20.7
5094,CSC STEEL HOLDINGS BERHAD,"CSCSTEL (5094) [s]
CSC STEEL HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.975 - 1.400,2.64,18,5.76,0,0.00%,0.48,363.78,0,399.0M,Neutral 42.4,Neutral 28.6
7115,SKB SHUTTERS CORPORATION BERHAD,"SKBSHUT (7115) [s]
SKB SHUTTERS CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.410 - 0.690,2.55,11,5.23,0,0.00%,0.29,165.82,0,24.0M,Neutral 53.8,Neutral 52.6
7172,PMB TECHNOLOGY BERHAD,"PMBTECH (7172) [s]
PMB TECHNOLOGY BERHAD Summary",Industrial Products & Services - Main Market,2.180 - 4.700,2.61,58,5.77,1.93,0.58%,1.51,275.2,1,539.8M,Neutral 49.1,Oversold 16.7
8532,SINOTOP HOLDINGS BERHAD,"SINOTOP (8532) [s]
SINOTOP HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.200 - 0.560,2.5,24,1.15,0,0.00%,0.59,29.95,1,106.6M,Neutral 43.4,Oversold 14.3
1783,SELANGOR PROPERTIES BERHAD,"SPB (1783)
SELANGOR PROPERTIES BERHAD Summary",Property - Main Market,3.950 - 6.270,2.48,35,18.01,0,0.00%,0.86,50.24,12,"2,154.5M",Neutral 66.8,Overbought 100.0
5020,GLOMAC BERHAD,"GLOMAC (5020) [s]
GLOMAC BERHAD Summary",Property - Main Market,0.360 - 0.530,2.41,11,3.32,1.49,4.08%,0.27,35.57,1,292.0M,Neutral 46.4,Neutral 25.0
8494,LBI CAPITAL BERHAD,"LBICAP (8494)
LBI CAPITAL BERHAD Summary",Property - Main Market,0.630 - 1.030,2.35,25,3.94,0,0.00%,0.58,19.42,5,80.5M,Neutral 64.6,Neutral 50.0
7,PUC BERHAD,"PUC (0007) [s]
PUC BERHAD Summary",Telecommunications & Media - Ace Market,0.090 - 0.275,2.35,30,0.3,0,0.00%,0.7,2.43,4,194.2M,Neutral 39.1,Oversold 0.0
7230,TOMEI CONSOLIDATED BERHAD,"TOMEI (7230)
TOMEI CONSOLIDATED BERHAD Summary",Consumer Products & Services - Main Market,0.470 - 0.645,2.3,14,3.42,0,0.00%,0.32,406.94,0,65.8M,Neutral 41.1,Oversold 6.7
7128,CAM RESOURCES BERHAD,"CAMRES (7128) [s]
CAM RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,0.220 - 0.350,2.19,21,1.27,0,0.00%,0.46,107.37,0,52.2M,Neutral 55.8,Neutral 66.7
6149,METROD HOLDINGS BERHAD,"METROD (6149)
METROD HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.540 - 1.800,2.15,23,7.58,6,3.43%,0.5,"2,389.58",0,210.0M,Neutral 60.0,Overbought 100.0
7215,NI HSIN RESOURCES BERHAD,"NIHSIN (7215) [s]
NI HSIN RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,0.155 - 0.345,2.09,39,0.67,0,0.00%,0.83,10.32,3,85.2M,Neutral 33.8,Neutral 22.2
1651,MALAYSIAN RESOURCES CORPORATION BERHAD,"MRCB (1651) [s]
MALAYSIAN RESOURCES CORPORATION BERHAD Summary",Property - Main Market,0.550 - 1.050,2.09,41,2.3,0,0.00%,0.85,42.52,2,"4,113.9M",Neutral 62.1,Neutral 48.0
5135,SARAWAK PLANTATION BERHAD,"SWKPLNT (5135) [s]
SARAWAK PLANTATION BERHAD Summary",Plantation - Main Market,1.420 - 1.900,2.05,41,3.99,5,3.05%,0.84,111,1,459.2M,Neutral 51.8,Neutral 45.8
4863,TELEKOM MALAYSIA BERHAD,"TM (4863) [s]
TELEKOM MALAYSIA BERHAD Summary",Telecommunications & Media - Main Market,2.110 - 5.600,2.04,73,4.08,2,0.67%,1.49,314.52,1,"11,236.2M",Neutral 36.7,Oversold 12.0
7005,B.I.G. INDUSTRIES BERHAD,"BIG (7005) [s]
B.I.G. INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.260 - 0.515,2.03,30,1.4,0,0.00%,0.6,97.39,0,20.0M,Neutral 51.3,Neutral 35.3
0822EA,,CIMBA40 (0822EA),ETF-Equity - ETF,1.735 - 2.100,1.94,54,3.52,6.8,3.58%,1.05,7.22,26,5.1M,Overbought 75.1,Overbought 100.0
5062,HUA YANG BERHAD,"HUAYANG (5062) [s]
HUA YANG BERHAD Summary",Property - Main Market,0.300 - 0.500,1.91,12,3.34,0,0.00%,0.22,81.32,0,135.5M,Neutral 47.4,Neutral 28.6
9385,LAY HONG BERHAD,"LAYHONG (9385) [s]
LAY HONG BERHAD Summary",Consumer Products & Services - Main Market,0.325 - 0.970,1.88,48,0.92,0.5,1.12%,0.91,123.31,0,293.8M,Neutral 47.6,Oversold 18.2
8192,MERCURY INDUSTRIES BERHAD,"MERCURY (8192) [s]
MERCURY INDUSTRIES BERHAD Summary",Construction - Main Market,0.800 - 1.480,1.83,24,3.35,0,0.00%,0.44,260.96,0,32.1M,Neutral 35.8,Oversold 0.0
3476,KECK SENG (MALAYSIA) BERHAD,"KSENG (3476)
KECK SENG (MALAYSIA) BERHAD Summary",Industrial Products & Services - Main Market,3.700 - 5.000,1.78,43,11.17,10,2.10%,0.76,267.59,2,"1,720.6M",Neutral 55.6,Overbought 80.0
5223,MENTIGA CORPORATION BERHAD,"MENTIGA (5223) [s]
MENTIGA CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.435 - 0.715,1.78,16,3.42,0,0.00%,0.29,22.7,2,38.5M,Neutral 48.2,Oversold 13.3
5056,ENGTEX GROUP BERHAD,"ENGTEX (5056) [s]
ENGTEX GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.770 - 1.230,1.74,32,2.75,0,0.00%,0.56,272.49,0,392.3M,Neutral 55.6,Neutral 72.2
5026,MHC PLANTATIONS BHD,"MHC (5026) [s]
MHC PLANTATIONS BHD Summary",Plantation - Main Market,0.560 - 0.795,1.72,28,2.17,0,0.00%,0.48,174.79,0,119.9M,Neutral 50.3,Neutral 42.9
3158,YNH PROPERTY BERHAD,"YNHPROP (3158)
YNH PROPERTY BERHAD Summary",Property - Main Market,1.040 - 1.660,1.72,51,2.95,0.7,0.47%,0.87,68.57,2,793.5M,Overbought 71.0,Neutral 79.2
8141,MAJUPERAK HOLDINGS BERHAD,"MJPERAK (8141)
MAJUPERAK HOLDINGS BERHAD Summary",Property - Main Market,0.190 - 0.370,1.7,20,1.19,0,0.00%,0.34,10.04,2,61.7M,Neutral 47.1,Neutral 31.3
81,MEGA SUN CITY HOLDINGS BERHAD,"MEGASUN (0081) [s]
MEGA SUN CITY HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.115 - 0.260,1.63,23,0.49,0,0.00%,0.38,3.4,3,25.7M,Neutral 33.4,Oversold 0.0
8923,JIANKUN INTERNATIONAL BERHAD,"JIANKUN (8923) [s]
JIANKUN INTERNATIONAL BERHAD Summary",Property - Main Market,0.250 - 0.380,1.63,64,0.49,0,0.00%,1.05,18.67,2,52.6M,Neutral 50.5,Neutral 75.0
7207,SUCCESS TRANSFORMER CORPORATION BERHAD,"SUCCESS (7207) [s]
SUCCESS TRANSFORMER CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.520 - 1.060,1.69,34,2.4,2.41,2.98%,0.57,128.81,1,201.3M,Overbought 72.5,Overbought 91.7
4324,HENGYUAN REFINING COMPANY BERHAD,"HENGYUAN (4324) [s]
HENGYUAN REFINING COMPANY BERHAD Summary",Energy - Main Market,4.510 - 9.450,1.53,57,10.28,0,0.00%,0.86,"3,747.08",0,"1,746.0M",Neutral 45.2,Neutral 21.2
4022,TADMAX RESOURCES BERHAD,"TADMAX (4022) [s]
TADMAX RESOURCES BERHAD Summary",Property - Main Market,0.165 - 0.295,1.5,29,0.71,0,0.00%,0.43,21.94,1,160.7M,Neutral 37.1,Oversold 0.0
5218,SAPURA ENERGY BERHAD,"SAPNRG (5218) [s]
SAPURA ENERGY BERHAD Summary",Energy - Main Market,0.255 - 0.910,16.9,24,1.3,0.04,0.13%,4.09,33.18,1,"5,033.4M",Neutral 38.3,Oversold 15.4
5156,XIDELANG HOLDINGS LTD,"XDL (5156)
XIDELANG HOLDINGS LTD Summary",Consumer Products & Services - Main Market,0.085 - 0.210,1.49,8,1.15,0,0.00%,0.12,25.17,0,162.4M,Neutral 42.8,Neutral 33.3
190,EVERSAFE RUBBER BERHAD,"ESAFE (0190) [s]
EVERSAFE RUBBER BERHAD Summary",Industrial Products & Services - Ace Market,0.170 - 0.375,1.39,64,0.35,1.8,8.00%,0.9,46.66,0,54.1M,Neutral 53.6,Neutral 57.1
7528,DKLS INDUSTRIES BHD,"DKLS (7528) [s]
DKLS INDUSTRIES BHD Summary",Construction - Main Market,1.600 - 1.860,1.4,29,5.97,0,0.00%,0.41,234.66,1,163.2M,Neutral 51.2,Overbought 84.2
79,ORION IXL BERHAD,"ORION (0079) [s]
ORION IXL BERHAD Summary",Technology - Ace Market,0.040 - 0.230,1.41,88,0.21,0,0.00%,1.21,1.82,10,107.8M,Neutral 43.0,Neutral 36.4
5101,EVERGREEN FIBREBOARD BERHAD,"EVERGRN (5101) [s]
EVERGREEN FIBREBOARD BERHAD Summary",Industrial Products & Services - Main Market,0.335 - 0.625,1.36,20,1.9,0,0.00%,0.28,132.52,0,325.9M,Neutral 59.1,Neutral 50.0
183,SALUTICA BERHAD,"SALUTE (0183) [s]
SALUTICA BERHAD Summary",Consumer Products & Services - Main Market,0.350 - 0.675,1.34,63,0.57,2.4,6.67%,0.84,49.92,1,139.7M,Neutral 40.2,Oversold 0.0
5111,TOWER REAL ESTATE INVESTMENT TRUST,"TWRREIT (5111)
TOWER REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,0.885 - 1.010,1.31,36,2.5,4.1,4.61%,0.47,10.49,8,249.6M,Neutral 42.0,Oversold 16.7
3565,WCE HOLDINGS BERHAD,"WCEHB (3565) [s]
WCE HOLDINGS BERHAD Summary",Construction - Main Market,0.465 - 1.020,1.26,72,0.88,0,0.00%,0.91,82.83,1,636.7M,Neutral 59.5,Neutral 62.5
5252,SASBADI HOLDINGS BERHAD,"SASBADI (5252) [s]
SASBADI HOLDINGS BERHAD Summary",Telecommunications & Media - Main Market,0.200 - 0.475,1.24,49,0.46,0,0.00%,0.61,21.21,1,94.3M,Neutral 44.3,Oversold 16.7
3662,MALAYAN FLOUR MILLS BERHAD,"MFLOUR (3662)
MALAYAN FLOUR MILLS BERHAD Summary",Consumer Products & Services - Main Market,0.465 - 1.820,2.16,40,1.82,1.69,2.32%,0.87,248.76,0,711.3M,Neutral 44.4,Oversold 10.7
7062,KHIND HOLDINGS BERHAD,"KHIND (7062) [s]
KHIND HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.400 - 1.880,1.21,43,3.94,0,0.00%,0.52,870.46,0,68.1M,Neutral 49.6,Neutral 50.0
24,JAG BERHAD,"JAG (0024) [s]
JAG BERHAD Summary",Industrial Products & Services - Ace Market,0.035 - 0.085,1.3,41,0.12,0,0.00%,0.54,10.19,0,75.8M,Neutral 48.0,Neutral 50.0
2224,SELANGOR DREDGING BERHAD,"SDRED (2224) [s]
SELANGOR DREDGING BERHAD Summary",Property - Main Market,0.600 - 0.960,1.18,27,2.44,2.5,3.73%,0.32,60.77,1,285.5M,Neutral 49.1,Neutral 33.3
5129,MELATI EHSAN HOLDINGS BERHAD,"MELATI (5129) [s]
MELATI EHSAN HOLDINGS BERHAD Summary",Construction - Main Market,0.435 - 0.690,1.12,23,1.98,1,2.17%,0.26,236.75,0,55.2M,Neutral 44.7,Oversold 20.0
8486,LION FOREST INDUSTRIES BERHAD,"LIONFIB (8486) [s]
LION FOREST INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.405 - 0.775,1.07,18,2.52,0,0.00%,0.2,167.5,0,107.7M,Neutral 55.7,Overbought 90.0
7241,NEXTGREEN GLOBAL BERHAD,"NGGB (7241) [s]
NEXTGREEN GLOBAL BERHAD Summary",Industrial Products & Services - Main Market,0.335 - 0.640,1.04,151,0.29,0,0.00%,1.57,7.93,6,206.1M,Neutral 31.7,Oversold 14.3
5098,MALAYSIA STEEL WORKS (KL) BHD,"MASTEEL (5098) [s]
MALAYSIA STEEL WORKS (KL) BHD Summary",Industrial Products & Services - Main Market,0.340 - 0.920,1.01,32,1.57,0.89,1.75%,0.33,350.35,0,217.9M,Neutral 51.2,Neutral 33.3
7133,UNITED U-LI CORPORATION BERHAD,"ULICORP (7133) [s]
UNITED U-LI CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.385 - 1.750,0.98,45,1.31,0,0.00%,0.44,93.44,1,127.4M,Neutral 59.7,Neutral 55.9
5237,MPHB CAPITAL BERHAD,"MPHBCAP (5237)
MPHB CAPITAL BERHAD Summary",Financial Services - Main Market,1.010 - 1.370,0.92,60,1.74,0,0.00%,0.55,64.73,2,750.8M,Neutral 44.6,Oversold 20.0
5242,SOLID AUTOMOTIVE BERHAD,"SOLID (5242) [s]
SOLID AUTOMOTIVE BERHAD Summary",Consumer Products & Services - Main Market,0.280 - 0.370,0.58,93,0.3,0.24,0.86%,0.54,35.2,1,109.8M,Neutral 43.6,Oversold 0.0
7190,PELANGI PUBLISHING GROUP BHD.,"PPG (7190) [s]
PELANGI PUBLISHING GROUP BHD. Summary",Telecommunications & Media - Main Market,0.330 - 0.470,0.82,42,0.86,0.5,1.39%,0.35,65.91,1,36.0M,Neutral 40.0,Oversold 0.0
5649,GOLDEN PHAROS BERHAD,"GPHAROS (5649) [s]
GOLDEN PHAROS BERHAD Summary",Industrial Products & Services - Main Market,0.170 - 0.325,0.68,58,0.38,0,0.00%,0.39,54.59,0,29.9M,Neutral 47.4,Oversold 16.7
5087,MYCRON STEEL BERHAD,"MYCRON (5087) [s]
MYCRON STEEL BERHAD Summary",Industrial Products & Services - Main Market,0.225 - 0.530,0.7,34,0.84,0,0.00%,0.24,244.47,0,93.2M,Neutral 46.4,Neutral 23.1
8567,SALCON BERHAD,"SALCON (8567) [s]
SALCON BERHAD Summary",Utilities - Main Market,0.220 - 0.475,0.46,111,0.25,0,0.00%,0.52,15.4,2,237.2M,Neutral 49.5,Neutral 28.6
140,STERLING PROGRESS BERHAD,"MACPIE (0140) [s]
STERLING PROGRESS BERHAD Summary",Consumer Products & Services - Ace Market,0.100 - 0.300,0.44,241,0.07,0,0.00%,1.09,22.59,1,56.2M,Neutral 50.0,Neutral 68.2
5204,PRESTARIANG BERHAD,"PRESBHD (5204) [s]
PRESTARIANG BERHAD Summary",Technology - Main Market,0.255 - 1.710,0.46,323,0.15,0.7,1.49%,1.43,42.06,1,227.5M,Neutral 41.8,Oversold 20.0
7765,RAPID SYNERGY BERHAD,"RAPID (7765)
RAPID SYNERGY BERHAD Summary",Property - Main Market,5.210 - 6.150,0.4,1096,0.52,0,0.00%,4.38,28.22,20,613.6M,Neutral 51.8,Neutral 73.3
6874,KUB MALAYSIA BERHAD,"KUB (6874) [s]
KUB MALAYSIA BERHAD Summary",Industrial Products & Services - Main Market,0.225 - 0.530,0.37,187,0.21,0,0.00%,0.69,95.21,0,219.8M,Neutral 44.0,Oversold 8.3
7218,TRANSOCEAN HOLDINGS BHD,"TOCEAN (7218) [s]
TRANSOCEAN HOLDINGS BHD Summary",Transportation & Logistics - Main Market,0.430 - 1.150,0.32,174,0.33,0,0.00%,0.56,56.78,1,23.4M,Neutral 36.8,Oversold 19.0
5165,HOCK HENG STONE INDUSTRIES BHD,"HOKHENG (5165) [s]
HOCK HENG STONE INDUSTRIES BHD Summary",Industrial Products & Services - Main Market,0.335 - 0.810,0.24,329,0.17,0,0.00%,0.78,38.69,1,44.8M,Neutral 40.1,Oversold 7.4
5932,BINA PURI HOLDINGS BHD,"BPURI (5932) [s]
BINA PURI HOLDINGS BHD Summary",Construction - Main Market,0.165 - 0.385,0.21,143,0.14,0,0.00%,0.29,185.81,0,74.5M,Neutral 51.3,Oversold 20.0
6,PINEAPPLE RESOURCES BERHAD,"PINEAPP (0006) [s]
PINEAPPLE RESOURCES BERHAD Summary",Technology - Ace Market,0.240 - 0.730,0.09,758,0.05,0,0.00%,0.69,119.28,0,18.2M,Neutral 58.7,Overbought 95.8
2755,FCW HOLDINGS BERHAD,"FCW (2755)
FCW HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.710 - 1.060,0.03,3030,0.02,10,13.99%,1.05,11.61,6,178.7M,Neutral 40.7,Oversold 1.4
3018,,SUPREME (03018),Consumer Products & Services - Leap Market,0.600 - 0.680,,0,0,0,0.00%,,0,,81.6M,Overbought 75.0,Neutral 50.0
0400GB,,DIN045801028 (0400GB) [s],Bond Islamic - Bond & Loan,97.420 - 100.700,,0,0,0,0.00%,,0,,#NAME?,Neutral 68.8,Overbought 100.0
0400GC,,DIN042300721 (0400GC) [s],Bond Islamic - Bond & Loan,98.860 - 101.500,,0,0,0,0.00%,,0,,#NAME?,Neutral 46.3,Oversold 5.9
7154,CAELY HOLDINGS BHD,"CAELY (7154) [s]
CAELY HOLDINGS BHD Summary",Consumer Products & Services - Main Market,0.370 - 0.645,,0,0,0,0.00%,,0,,37.8M,Neutral 39.3,Oversold 0.0
0829EA,,CHINAETF-MYR (0829EA),ETF-Equity - ETF,5.260 - 6.120,,0,0,0,0.00%,,0,,9.1M,Oversold 0.0,Oversold 0.0
0829EB,,CHINAETF-USD (0829EB),ETF-Equity - ETF,1.275 - 1.275,,0,0,0,0.00%,,0,,#NAME?,Oversold 0.0,Oversold 0.0
4448P,,TASEK-PA (4448P),Industrial Products & Services - Main Market,10.100 - 13.840,,0,0,0,0.00%,,0,,#NAME?,Oversold 0.0,Oversold 0.0
0825EA,,METFSID (0825EA) [s],ETF-Equity - ETF,0.795 - 0.845,,-23,-3.56,3.5,4.23%,,5.81,14,72.8M,Overbought 71.5,Overbought 99.9
141,WINTONI GROUP BERHAD,"WINTONI (0141)
WINTONI GROUP BERHAD Summary",Technology - Ace Market,0.035 - 0.035,1.52,-11,-0.32,0,0.00%,-0.17,0.05,76,18.0M,Overbought 100.0,Neutral 50.0
7182,EKA NOODLES BERHAD,"EKA (7182) [s]
EKA NOODLES BERHAD Summary",Consumer Products & Services - Main Market,0.055 - 0.085,12.5,-4,-1.25,0,0.00%,-0.55,8.09,1,17.2M,Neutral 42.0,Oversold 0.0
9474,BRAHIM'S HOLDINGS BERHAD,"BRAHIMS (9474) [s]
BRAHIM'S HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.055 - 0.385,"2,182.50",0,-43.65,0,0.00%,-5.75,115.98,0,27.2M,Neutral 36.6,Oversold 11.1
91,DAYA MATERIALS BERHAD,"DAYA (0091)
DAYA MATERIALS BERHAD Summary",Energy - Main Market,0.005 - 0.040,105.29,0,-7.76,0,0.00%,-0.14,14.23,0,20.4M,Neutral 53.3,Neutral 33.3
5060,KINSTEEL BHD,"KINSTEL (5060)
KINSTEEL BHD Summary",Industrial Products & Services - Main Market,0.005 - 0.005,14.32,0,-7.37,0,0.00%,-0.01,13.52,0,5.2M,Overbought 100.0,Neutral 50.0
47,PERISAI PETROLEUM TEKNOLOGI BHD,"PERISAI (0047)
PERISAI PETROLEUM TEKNOLOGI BHD Summary",Energy - Main Market,0.005 - 0.065,120.09,0,-39.63,0,0.00%,-0.02,9.87,0,6.3M,Neutral 33.4,Oversold 0.0
0824EA,,MYETFID (0824EA) [s],ETF-Equity - ETF,1.040 - 1.210,,16,7.15,5.57,5.02%,,11.3,10,47.5M,Neutral 39.4,Overbought 91.7
0821EA,,MYETFDJ (0821EA) [s],ETF-Equity - ETF,1.040 - 1.250,,25,4.26,4.83,4.56%,,15.63,7,292.5M,Oversold 21.5,Overbought 91.4
0826EA,,METFAPA (0826EA) [s],ETF-Equity - ETF,0.985 - 1.075,,414,0.25,0,0.00%,,3.56,29,18.6M,Neutral 36.4,Overbought 96.3
7119,DEGEM BERHAD,"DEGEM (7119) [s]
DEGEM BERHAD Summary",Consumer Products & Services - Main Market,0.970 - 1.100,-0.01,-15672,-0.01,1,0.95%,0.55,120.87,1,140.7M,Neutral 46.4,Neutral 61.5
1996,KRETAM HOLDINGS BERHAD,"KRETAM (1996) [s]
KRETAM HOLDINGS BERHAD Summary",Plantation - Main Market,0.365 - 0.835,-0.04,-32,-1.26,0,0.00%,0.01,21.93,2,931.1M,Neutral 50.1,Neutral 60.0
7225,P.A. RESOURCES BERHAD,"PA (7225) [s]
P.A. RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.045 - 0.080,-0.06,-16,-0.34,0,0.00%,0.01,7.93,1,102.9M,Neutral 48.4,Neutral 33.3
4715,GENTING MALAYSIA BERHAD,"GENM (4715)
GENTING MALAYSIA BERHAD Summary",Consumer Products & Services - Main Market,2.760 - 5.420,-0.1,-934,-0.33,19,6.17%,0.96,167.19,2,"18,289.2M",Neutral 32.1,Oversold 12.5
38,PLASTRADE TECHNOLOGY BERHAD,"PTB (0038) [s]
PLASTRADE TECHNOLOGY BERHAD Summary",Industrial Products & Services - Ace Market,0.120 - 0.260,-0.16,-5,-2.72,0,0.00%,0.01,25.39,1,25.2M,Neutral 45.2,Oversold 16.7
145,TFP SOLUTIONS BERHAD,"TFP (0145)
TFP SOLUTIONS BERHAD Summary",Technology - Ace Market,0.085 - 0.180,-0.19,-11,-0.95,0,0.00%,0.02,24.28,0,21.8M,Neutral 53.0,Neutral 75.0
9806,NATIONWIDE EXPRESS HOLDINGS BERHAD,"NATWIDE (9806) [s]
NATIONWIDE EXPRESS HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,0.200 - 0.440,-0.21,-4,-9.51,0,0.00%,0.01,61.1,1,42.5M,Neutral 60.5,Overbought 85.0
1619,DRB-HICOM BERHAD,"DRBHCOM (1619) [s]
DRB-HICOM BERHAD Summary",Consumer Products & Services - Main Market,1.600 - 2.580,-0.23,-270,-0.79,3,1.41%,0.63,624.46,0,"4,117.8M",Neutral 66.1,Overbought 80.0
2984,FACB INDUSTRIES INCORPORATED BERHAD,"FACBIND (2984)
FACB INDUSTRIES INCORPORATED BERHAD Summary",Industrial Products & Services - Main Market,1.050 - 1.450,-0.29,-167,-0.76,0,0.00%,0.49,44.59,3,107.3M,Neutral 50.4,Neutral 77.8
96,NEXGRAM HOLDINGS BERHAD,"NEXGRAM (0096) [s]
NEXGRAM HOLDINGS BERHAD Summary",Telecommunications & Media - Ace Market,0.010 - 0.070,-0.38,-1,-2.78,0,0.00%,0,2.48,1,31.1M,Neutral 42.6,Neutral 50.0
3247,GUH HOLDINGS BERHAD,"GUH (3247) [s]
GUH HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.420 - 0.700,-0.53,-50,-0.96,0,0.00%,0.27,125.7,0,133.4M,Neutral 45.8,Oversold 18.2
6076,ENCORP BERHAD,"ENCORP (6076)
ENCORP BERHAD Summary",Property - Main Market,0.345 - 0.830,-0.53,-50,-0.71,0,0.00%,0.27,87.28,0,104.4M,Neutral 41.3,Oversold 11.1
7079,TIGER SYNERGY BERHAD,"TIGER (7079) [s]
TIGER SYNERGY BERHAD Summary",Property - Main Market,0.020 - 0.120,-1.17,-24,-0.29,0,0.00%,0.28,1.2,6,81.6M,Neutral 47.0,Neutral 66.7
5243,VELESTO ENERGY BERHAD,"VELESTO (5243) [s]
VELESTO ENERGY BERHAD Summary",Energy - Main Market,0.165 - 0.325,-0.65,-136,-0.22,0,0.00%,0.87,6.98,4,"2,423.6M",Neutral 53.9,Neutral 33.3
8672,KAMDAR GROUP (M) BERHAD,"KAMDAR (8672) [s]
KAMDAR GROUP (M) BERHAD Summary",Consumer Products & Services - Main Market,0.280 - 0.400,-0.78,-38,-0.87,0,0.00%,0.29,60.17,1,65.3M,Neutral 54.8,Overbought 100.0
5107,IQ GROUP HOLDINGS BERHAD,"IQGROUP (5107) [s]
IQ GROUP HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.100 - 2.070,-0.84,-83,-1.35,5,4.46%,0.7,166.77,1,98.6M,Neutral 41.5,Oversold 10.0
7285,TOMYPAK HOLDINGS BERHAD,"TOMYPAK (7285) [s]
TOMYPAK HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.455 - 0.850,-0.96,-113,-0.44,0,0.00%,1.09,40.1,1,209.9M,Neutral 49.4,Neutral 50.0
28,SCOPE INDUSTRIES BERHAD,"SCOPE (0028) [s]
SCOPE INDUSTRIES BERHAD Summary",Industrial Products & Services - Ace Market,0.115 - 0.290,-0.97,-115,-0.2,0.5,2.17%,1.11,2.84,8,141.8M,Neutral 50.0,Oversold 14.3
7099,ATTA GLOBAL GROUP BERHAD,"ATTA (7099) [s]
ATTA GLOBAL GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.545 - 0.930,-1.11,-33,-1.82,0,0.00%,0.36,77.18,1,126.9M,Neutral 43.0,Oversold 14.3
1481,ADVANCE SYNERGY BERHAD,"ASB (1481) [s]
ADVANCE SYNERGY BERHAD Summary",Consumer Products & Services - Main Market,0.105 - 0.240,-1.17,-26,-0.53,0,0.00%,0.3,30.52,0,125.4M,Neutral 45.7,Oversold 20.0
